epoch,train_loss,val_loss
1,0.9632719770351856,0.9034907202623044
2,0.9107646729685394,0.8960404962911244
3,0.9045530500840164,0.8923582639436276
4,0.9015039849996392,0.8905344243373787
5,0.8987047097917534,0.8892316941977941
6,0.8972599423042857,0.888771966230451
7,0.8964104228479285,0.8882586193102145
8,0.8946518040348687,0.8873676127857633
9,0.893352635984187,0.8864462796969024
10,0.8923877974769104,0.8860846724775102
11,0.8913550263784428,0.8867277758337601
12,0.8907625261413502,0.8852114256101045
13,0.8905592733870131,0.8843214171584587
14,0.8911790827067123,0.8843305986701396
15,0.8903848079538031,0.884492011054566
16,0.8881371345618997,0.883726296281954
17,0.8886298963904992,0.8838857849351844
18,0.8874107770725332,0.8836556389405016
19,0.8874799603297925,0.8827463006764128
20,0.8865625460215878,0.8826194232580258
21,0.8859472141792588,0.882866908540154
22,0.8860017131869603,0.882160749133916
23,0.8866403065376589,0.8826814034180335
24,0.8851574118458274,0.8824317854834579
25,0.8846514047434841,0.8818834890660486
26,0.8841447859958915,0.8825206586666274
27,0.8839058383002103,0.8826402093321957
28,0.8852541670421221,0.88198343076204
29,0.8847081901038225,0.8827609587569683
30,0.8827002557742614,0.8829866670812779
